Password,Has Lowercase,Has Uppercase,Has Special Character,Length,Strength,Has Number,Character Variety Score,Is Long Password,Estimated Score
/$r``,True,False,True,5,Weak,False,2,False,35
8A1/,False,True,True,4,Weak,True,3,False,42
(y),True,False,True,3,Weak,False,2,False,29
f!lOm#gK/^(,True,True,True,11,Strong,False,3,False,63
bQu(2,True,True,True,5,Weak,True,4,False,55
{T@M'5gSToZ=R,True,True,True,13,Strong,True,4,True,94
]NQ,False,True,True,3,Weak,False,2,False,29
BQ@y].V.yUYQi,True,True,True,13,Strong,False,3,True,84
IU\*H,False,True,True,5,Weak,False,2,False,35
rmG8s5u$<,True,True,True,9,Strong,True,4,False,67
XB.3Hxd{\o,True,True,True,10,Strong,True,4,False,70
B2udsVC?DPZF3=(!,True,True,True,16,Strong,True,4,True,100
6K~^w,True,True,True,5,Weak,True,4,False,55
53mj(.1e`zL0@,True,True,True,13,Strong,True,4,True,94
pjdA%,True,True,True,5,Weak,False,3,False,45
$`_(+>fb(L,True,True,True,10,Strong,False,3,False,60
KAH2/z>O|Fv,True,True,True,11,Strong,True,4,False,73
P38IYE1RMgL![S,True,True,True,14,Strong,True,4,True,97
Vwa$C^/,True,True,True,7,Medium,False,3,False,51
e%P,True,True,True,3,Weak,False,3,False,39
RLEL8^cp0km,True,True,True,11,Strong,True,4,False,73
"yt,~-GvC2~q{",True,True,True,12,Strong,True,4,True,91
<Q`uJ{5wD8-tCz<,True,True,True,15,Strong,True,4,True,100
heo\ss/,True,False,True,7,Medium,False,2,False,41
%iZXtUJT$jpnfk9(,True,True,True,16,Strong,True,4,True,100
d$6#vr7{;nTz,True,True,True,12,Strong,True,4,True,91
$fJW3c,True,True,True,6,Medium,True,4,False,58
u$/4T,True,True,True,5,Weak,True,4,False,55
>kKg'{,True,True,True,6,Medium,False,3,False,48
Ag8*6VLx9{C42r1,True,True,True,15,Strong,True,4,True,100
"R#5zZ8X8(U""=K-4x",True,True,True,16,Strong,True,4,True,100
LibrGdfkxA-x+=,True,True,True,14,Strong,False,3,True,87
<UmR`,True,True,True,5,Weak,False,3,False,45
#.oG@'=wYF[z*&7,True,True,True,15,Strong,True,4,True,100
^}UL.n`TR.R8,True,True,True,12,Strong,True,4,True,91
/fU!v6y{,True,True,True,8,Strong,True,4,False,64
"?<*,0KpHes4#r\1w",True,True,True,16,Strong,True,4,True,100
d0Bl\?E2,True,True,True,8,Strong,True,4,False,64
':`]BG9`,False,True,True,8,Medium,True,3,False,54
hEy#00U,True,True,True,7,Medium,True,4,False,61
S[^_/{:9oK[,True,True,True,11,Strong,True,4,False,73
81a,True,False,False,3,Weak,True,2,False,29
)Hm&IB~k#|IR-,True,True,True,13,Strong,False,3,True,84
qTTH5r%^C,True,True,True,9,Strong,True,4,False,67
a6e$Nc3YWp|_Kfg,True,True,True,15,Strong,True,4,True,100
@XTF,False,True,True,4,Weak,False,2,False,32
]}tg,True,False,True,4,Weak,False,2,False,32
"Hd,r0*74@@Ev6K",True,True,True,14,Strong,True,4,True,97
Xno,True,True,False,3,Weak,False,2,False,29
g&#|'ogj{eWhAKz,True,True,True,15,Strong,False,3,True,90
8BZK']TlH+qI]],True,True,True,14,Strong,True,4,True,97
V$#lv\Rer@,True,True,True,10,Strong,False,3,False,60
"e>`6%@,B,{UVO@\",True,True,True,15,Strong,True,4,True,100
ku2v+=?vP8w,True,True,True,11,Strong,True,4,False,73
"0,}E",False,True,True,4,Weak,True,3,False,42
"2t'e?(n,r6Sp-",True,True,True,13,Strong,True,4,True,94
",-p7r1vUSyhjdB|",True,True,True,15,Strong,True,4,True,100
"x-W,nL,L>v",True,True,True,10,Strong,False,3,False,60
"&4g}.+[>,lf~x",True,False,True,13,Medium,True,3,True,84
wG@6_t,True,True,True,6,Medium,True,4,False,58
"x8&!z""05",True,False,True,8,Medium,True,3,False,54
L-K=,False,True,True,4,Weak,False,2,False,32
s>i%~^7SY,True,True,True,9,Strong,True,4,False,67
K@0R*}n~:$M\aoG,True,True,True,15,Strong,True,4,True,100
6{CBq,True,True,True,5,Weak,True,4,False,55
|)}&j,True,False,True,5,Weak,False,2,False,35
-'W<x:!PA2,True,True,True,10,Strong,True,4,False,70
)gwFsFJ4r]QT%,True,True,True,13,Strong,True,4,True,94
4:*x:Fy,True,True,True,7,Medium,True,4,False,61
"i-T+l#0m""IQ)",True,True,True,12,Strong,True,4,True,91
"NrV>s,(k<4eka",True,True,True,13,Strong,True,4,True,94
>@2`ri\v^q,True,False,True,10,Medium,True,3,False,60
1|h,True,False,True,3,Weak,True,3,False,39
65p[^,True,False,True,5,Weak,True,3,False,45
"jcnq=QL`4h`,X86",True,True,True,15,Strong,True,4,True,100
jmzUZUdUfZ{a,True,True,True,12,Strong,False,3,True,81
oUMyp+S!g,True,True,True,9,Strong,False,3,False,57
f0;~29|J,True,True,True,8,Strong,True,4,False,64
"Wm,BBu%8{*U:|(}W",True,True,True,16,Strong,True,4,True,100
fAZ\8}[!}k,True,True,True,10,Strong,True,4,False,70
c4H/>3\.g*6n1y^|,True,True,True,16,Strong,True,4,True,100
<yj,True,False,True,3,Weak,False,2,False,29
+y9IkFB,True,True,True,7,Medium,True,4,False,61
nS0x[6[K,True,True,True,8,Strong,True,4,False,64
$wOD+C,True,True,True,6,Medium,False,3,False,48
Py~06-~cipUG,True,True,True,12,Strong,True,4,True,91
eIv[Y,True,True,True,5,Weak,False,3,False,45
+{g$$|,True,False,True,6,Medium,False,2,False,38
^75cR<u$$u,True,True,True,10,Strong,True,4,False,70
fl[t(0,True,False,True,6,Medium,True,3,False,48
CCs,True,True,False,3,Weak,False,2,False,29
a6a>,True,False,True,4,Weak,True,3,False,42
tKku1D2Y,True,True,False,8,Medium,True,3,False,54
}Ng,True,True,True,3,Weak,False,3,False,39
"#,3m<o`[k-;",True,False,True,11,Medium,True,3,False,63
Oc*,True,True,True,3,Weak,False,3,False,39
TRNcRx,True,True,False,6,Medium,False,2,False,38
8/CY,False,True,True,4,Weak,True,3,False,42
",ziD\`!PlFx!j)}",True,True,True,15,Strong,False,3,True,90
3S8V<`^v,True,True,True,8,Strong,True,4,False,64
"w8^(r0ET,o",True,True,True,10,Strong,True,4,False,70
h\0bcq.A}as,True,True,True,11,Strong,True,4,False,73
""",RIC(T{Cu4/~",True,True,True,13,Strong,True,4,True,94
QApPN-G,True,True,True,7,Medium,False,3,False,51
=F}mc62{[HCRB@,True,True,True,14,Strong,True,4,True,97
C'S}]R?S,False,True,True,8,Medium,False,2,False,44
VmV?,True,True,True,4,Weak,False,3,False,42
tBi7T.oO#\0U,True,True,True,12,Strong,True,4,True,91
?7{/}MouL],True,True,True,10,Strong,True,4,False,70
H;@qR!cvFD#/yb,True,True,True,14,Strong,False,3,True,87
YVw,True,True,False,3,Weak,False,2,False,29
qhT,True,True,False,3,Weak,False,2,False,29
'n7Z5bYc:Ksk_Z,True,True,True,14,Strong,True,4,True,97
lJ_,True,True,True,3,Weak,False,3,False,39
N][R{F(CvZ\jwY,True,True,True,14,Strong,False,3,True,87
#Gj,True,True,True,3,Weak,False,3,False,39
"U!oz_%[Y""",True,True,True,9,Strong,False,3,False,57
JwCUK\W?CY24l$t:,True,True,True,16,Strong,True,4,True,100
mQl.39C&w5SQMI,True,True,True,14,Strong,True,4,True,97
\]}P<JG,False,True,True,7,Medium,False,2,False,41
XM7n\1fBLh-).,True,True,True,13,Strong,True,4,True,94
oq9,True,False,False,3,Weak,True,2,False,29
=h$05T2`!K1[w,True,True,True,13,Strong,True,4,True,94
LOT}kcRJI',True,True,True,10,Strong,False,3,False,60
Kot*N3wV,True,True,True,8,Strong,True,4,False,64
"aKDT/)""w",True,True,True,8,Strong,False,3,False,54
dWC9!Bjtc5d|j/,True,True,True,14,Strong,True,4,True,97
??gK+,True,True,True,5,Weak,False,3,False,45
a+Y=Y,True,True,True,5,Weak,False,3,False,45
"4+@DmAIvV`s_{""S'",True,True,True,16,Strong,True,4,True,100
"I9*elR0=ak"".#_Rd",True,True,True,16,Strong,True,4,True,100
q1iZ^cm~}wQP,True,True,True,12,Strong,True,4,True,91
B-z[7,True,True,True,5,Weak,True,4,False,55
7[O*S#pN~BB=7,True,True,True,13,Strong,True,4,True,94
n?4aS]awk!.gvK4,True,True,True,15,Strong,True,4,True,100
V-3Ls,True,True,True,5,Weak,True,4,False,55
ixnLQ1b.,True,True,True,8,Strong,True,4,False,64
KD&LK,False,True,True,5,Weak,False,2,False,35
jWI1M$/|2oqYq+:,True,True,True,15,Strong,True,4,True,100
Ti?,True,True,True,3,Weak,False,3,False,39
sW#1,True,True,True,4,Weak,True,4,False,52
&?swKIAM+t,True,True,True,10,Strong,False,3,False,60
D9&f2GHza,True,True,True,9,Strong,True,4,False,67
"j|""TTE|n4x",True,True,True,10,Strong,True,4,False,70
3HP.<#p@,True,True,True,8,Strong,True,4,False,64
^0-~c+ICP2x,True,True,True,11,Strong,True,4,False,73
+F[&,False,True,True,4,Weak,False,2,False,32
|<S>VDa,True,True,True,7,Medium,False,3,False,51
m0V#3cUzJ/V,True,True,True,11,Strong,True,4,False,73
G>],False,True,True,3,Weak,False,2,False,29
h|<5}GOKjg/[U,True,True,True,13,Strong,True,4,True,94
"Nmj""OoEn)",True,True,True,9,Strong,False,3,False,57
+NlVg^7k,True,True,True,8,Strong,True,4,False,64
uhWXkP>w=VS,True,True,True,11,Strong,False,3,False,63
pR}J1363kM,True,True,True,10,Strong,True,4,False,70
"hB"">}b\nG}@",True,True,True,11,Strong,False,3,False,63
m'yfNyi^NV7.>3t],True,True,True,16,Strong,True,4,True,100
"{B1oXZ'F{8,C",True,True,True,12,Strong,True,4,True,91
5uC,True,True,False,3,Weak,True,3,False,39
/1LRp;~,True,True,True,7,Medium,True,4,False,61
"(9*[""0i?*5H|z",True,True,True,13,Strong,True,4,True,94
X=Q|B)k8FJ<M/&u,True,True,True,15,Strong,True,4,True,100
mO14O]#,True,True,True,7,Medium,True,4,False,61
"""6i4",True,False,True,4,Weak,True,3,False,42
"z,:",True,False,True,3,Weak,False,2,False,29
y@S-cS<*Taw}~,True,True,True,13,Strong,False,3,True,84
KN-@N|,False,True,True,6,Medium,False,2,False,38
Q>II34Vu9EA#IL4:,True,True,True,16,Strong,True,4,True,100
.i7,True,False,True,3,Weak,True,3,False,39
pvW\9<*D,True,True,True,8,Strong,True,4,False,64
eZG#NTJZx<Mbmd,True,True,True,14,Strong,False,3,True,87
"ui=_:U""T",True,True,True,8,Strong,False,3,False,54
v%lx_=t/B,True,True,True,9,Strong,False,3,False,57
hLco&qA{5w}N,True,True,True,12,Strong,True,4,True,91
M)l<3;{6?0Wj&p,True,True,True,14,Strong,True,4,True,97
"gU""qfo3]=&2E#0t",True,True,True,15,Strong,True,4,True,100
Hn_mItl,True,True,True,7,Medium,False,3,False,51
:~V/,False,True,True,4,Weak,False,2,False,32
vQQ,True,True,False,3,Weak,False,2,False,29
da;6MD'is,True,True,True,9,Strong,True,4,False,67
n<o%t_OS9Ue?,True,True,True,12,Strong,True,4,True,91
i?a!z<E,True,True,True,7,Medium,False,3,False,51
h+vY,True,True,True,4,Weak,False,3,False,42
[/$V=|'H,False,True,True,8,Medium,False,2,False,44
"%}tn,",True,False,True,5,Weak,False,2,False,35
qg'vcW,True,True,True,6,Medium,False,3,False,48
ss:0,True,False,True,4,Weak,True,3,False,42
6h;JD^qYSIsG,True,True,True,12,Strong,True,4,True,91
k)&]NtGRUAuG,True,True,True,12,Strong,False,3,True,81
MdW&z}8+,True,True,True,8,Strong,True,4,False,64
eC40_&&xJjl{,True,True,True,12,Strong,True,4,True,91
";l#aU""Qt{",True,True,True,9,Strong,False,3,False,57
'Ye,True,True,True,3,Weak,False,3,False,39
y!e.IWf7`b},True,True,True,11,Strong,True,4,False,73
MjVrVfk,True,True,False,7,Medium,False,2,False,41
:K3Nx*M/3s,True,True,True,10,Strong,True,4,False,70
l1|ctI6v'hs^,True,True,True,12,Strong,True,4,True,91
5Z{7f=o,True,True,True,7,Medium,True,4,False,61
SK).t~)t,True,True,True,8,Strong,False,3,False,54
7;2~o,True,False,True,5,Weak,True,3,False,45
uq+!~,True,False,True,5,Weak,False,2,False,35
H[A+z-Zo*,True,True,True,9,Strong,False,3,False,57
=:T@tj!_,True,True,True,8,Strong,False,3,False,54
5e=Ft4,True,True,True,6,Medium,True,4,False,58
i*k*,True,False,True,4,Weak,False,2,False,32
=C)Il~%:TE_,True,True,True,11,Strong,False,3,False,63
*Y!O\{{,False,True,True,7,Medium,False,2,False,41
Dw;m}o:P/f/@_h<,True,True,True,15,Strong,False,3,True,90
x\W(Q9]s,True,True,True,8,Strong,True,4,False,64
"i);LrB$,ifZl",True,True,True,12,Strong,False,3,True,81
r(7L0&#d`xK!-NSe,True,True,True,16,Strong,True,4,True,100
#$1-V#i,True,True,True,7,Medium,True,4,False,61
AGwk+Hgz76?NlT.R,True,True,True,16,Strong,True,4,True,100
W/QE5SdJB*dh.,True,True,True,13,Strong,True,4,True,94
>c^D5x'P(,True,True,True,9,Strong,True,4,False,67
uA6?DHhFB,True,True,True,9,Strong,True,4,False,67
03%5sl)<rKT,True,True,True,11,Strong,True,4,False,73
FR<q8X;j,True,True,True,8,Strong,True,4,False,64
{K(zd_-M`i2g,True,True,True,12,Strong,True,4,True,91
uINYu2?3kg@m%},True,True,True,14,Strong,True,4,True,97
8.gugcVF`A,True,True,True,10,Strong,True,4,False,70
X[C,False,True,True,3,Weak,False,2,False,29
fHK5HcB8E]yfg[@,True,True,True,15,Strong,True,4,True,100
zT'{k-j*YPs7r<JP,True,True,True,16,Strong,True,4,True,100
FLPE,False,True,False,4,Weak,False,1,False,22
4>;X,False,True,True,4,Weak,True,3,False,42
qY.kA,True,True,True,5,Weak,False,3,False,45
}>Z,False,True,True,3,Weak,False,2,False,29
UB}^J,False,True,True,5,Weak,False,2,False,35
9T%rG1k&S0</zsMH,True,True,True,16,Strong,True,4,True,100
ENNc1,True,True,False,5,Weak,True,3,False,45
\bB),True,True,True,4,Weak,False,3,False,42
oJty,True,True,False,4,Weak,False,2,False,32
"gh""5r",True,False,True,5,Weak,True,3,False,45
?#g4,True,False,True,4,Weak,True,3,False,42
KZuaAwt,True,True,False,7,Medium,False,2,False,41
ia*|3&Bh.ch=dJu,True,True,True,15,Strong,True,4,True,100
_zX*t=yU]cvt,True,True,True,12,Strong,False,3,True,81
;>dXX,True,True,True,5,Weak,False,3,False,45
j>QN<-Z3,True,True,True,8,Strong,True,4,False,64
xi)amfFS-us15wKt,True,True,True,16,Strong,True,4,True,100
jZ/LXHk'/=,True,True,True,10,Strong,False,3,False,60
!(NVi>B,True,True,True,7,Medium,False,3,False,51
j'.X;y)y%r{,True,True,True,11,Strong,False,3,False,63
p2eB#,True,True,True,5,Weak,True,4,False,55
V!8i/Ie,True,True,True,7,Medium,True,4,False,61
"sLXRRGG^v$Q,P646",True,True,True,16,Strong,True,4,True,100
d-[OK,True,True,True,5,Weak,False,3,False,45
c\s<`f/,True,False,True,7,Medium,False,2,False,41
GGT9Hr@H,True,True,True,8,Strong,True,4,False,64
J[2W((Qx?Ks~:?,True,True,True,14,Strong,True,4,True,97
~.xaI+b,True,True,True,7,Medium,False,3,False,51
X+g&9d_6mZR,True,True,True,11,Strong,True,4,False,73
XhL9%>eXzJ/i,True,True,True,12,Strong,True,4,True,91
~S*G,False,True,True,4,Weak,False,2,False,32
j'R)ED,True,True,True,6,Medium,False,3,False,48
kry\kB7zO,True,True,True,9,Strong,True,4,False,67
E-grz,True,True,True,5,Weak,False,3,False,45
"*,'o",True,False,True,4,Weak,False,2,False,32
~)j:,True,False,True,4,Weak,False,2,False,32
lklxH$.LXfcX>UJ,True,True,True,15,Strong,False,3,True,90
#?S`nWK'V#;H>G,True,True,True,14,Strong,False,3,True,87
Phgk&u8,True,True,True,7,Medium,True,4,False,61
L8M,False,True,False,3,Weak,True,2,False,29
B5)%%lp3*\(t;3t,True,True,True,15,Strong,True,4,True,100
"^}d:Dfq%'aTI,J8",True,True,True,15,Strong,True,4,True,100
6]E_|I['j,True,True,True,9,Strong,True,4,False,67
]Bs^@S%=d59[m,True,True,True,13,Strong,True,4,True,94
b@:,True,False,True,3,Weak,False,2,False,29
f#>:&,True,False,True,5,Weak,False,2,False,35
"_3Q1""$%N2D6",False,True,True,11,Medium,True,3,False,63
2*yfbVkaSZ5@T1,True,True,True,14,Strong,True,4,True,97
}6<1[g,True,False,True,6,Medium,True,3,False,48
9mP'5M&>^y'ew>#.,True,True,True,16,Strong,True,4,True,100
/A;bC7LC8zzjY@|),True,True,True,16,Strong,True,4,True,100
c;HcK?z/cmo,True,True,True,11,Strong,False,3,False,63
QHWx,True,True,False,4,Weak,False,2,False,32
CR:v4VoIEwj,True,True,True,11,Strong,True,4,False,73
+=?%2i-S\=m#j]P,True,True,True,15,Strong,True,4,True,100
'R5f$~jf'!Wo,True,True,True,12,Strong,True,4,True,91
3!p#j4?\4o,True,False,True,10,Medium,True,3,False,60
[7ekBA%,True,True,True,7,Medium,True,4,False,61
]PL,False,True,True,3,Weak,False,2,False,29
)e7c>,True,False,True,5,Weak,True,3,False,45
;2cP2,True,True,True,5,Weak,True,4,False,55
xGxz'q`YhU,True,True,True,10,Strong,False,3,False,60
Rj-,True,True,True,3,Weak,False,3,False,39
T<)bLa6K0[4^,True,True,True,12,Strong,True,4,True,91
Y0p\vBy={q,True,True,True,10,Strong,True,4,False,70
<$ascyusf,True,False,True,9,Medium,False,2,False,47
WE]2&fRt(1o;'(,True,True,True,14,Strong,True,4,True,97
'ZGI1Ov,True,True,True,7,Medium,True,4,False,61
os}B\S7X+Zr,True,True,True,11,Strong,True,4,False,73
+IR(hGmRv{kP1<a,True,True,True,15,Strong,True,4,True,100
IT/,False,True,True,3,Weak,False,2,False,29
OWz~bf);P,True,True,True,9,Strong,False,3,False,57
jak5?P>q~S&IaC,True,True,True,14,Strong,True,4,True,97
LTrTnE>iHP,True,True,True,10,Strong,False,3,False,60
gl9raw~m~F{,True,True,True,11,Strong,True,4,False,73
JvUqE3xSn,True,True,False,9,Medium,True,3,False,57
[KT=Hxgf,True,True,True,8,Strong,False,3,False,54
<h)@X@l/7;?K<IL,True,True,True,15,Strong,True,4,True,100
*k(V3Rr?Z~1e,True,True,True,12,Strong,True,4,True,91
9}7fK:s~,True,True,True,8,Strong,True,4,False,64
{0\[Q>Zn_,True,True,True,9,Strong,True,4,False,67
hT]PJ,True,True,True,5,Weak,False,3,False,45
Vb1g,True,True,False,4,Weak,True,3,False,42
z[:,True,False,True,3,Weak,False,2,False,29
{D~O@g)\>_MzT,True,True,True,13,Strong,False,3,True,84
Fmf[DV.,True,True,True,7,Medium,False,3,False,51
s*.'|Cl,True,True,True,7,Medium,False,3,False,51
P[uQC,True,True,True,5,Weak,False,3,False,45
"uE""0%t!s!i",True,True,True,10,Strong,True,4,False,70
"|>B[alruE""/Z}BIk",True,True,True,16,Strong,False,3,True,93
8$H,False,True,True,3,Weak,True,3,False,39
2_#t1]^QBr|x),True,True,True,13,Strong,True,4,True,94
J&JuH`\_Z\DVn,True,True,True,13,Strong,False,3,True,84
5*):;jAStNalF,True,True,True,13,Strong,True,4,True,94
''A@TDPN,False,True,True,8,Medium,False,2,False,44
{4f@oHBU)%as0v|m,True,True,True,16,Strong,True,4,True,100
C:L?lU,True,True,True,6,Medium,False,3,False,48
&.[DP,False,True,True,5,Weak,False,2,False,35
"N,y'2`x\|8XBnw",True,True,True,14,Strong,True,4,True,97
OA}K[;x3P,True,True,True,9,Strong,True,4,False,67
"""#'PKeTa@))]f",True,True,True,13,Strong,False,3,True,84
1c{p,True,False,True,4,Weak,True,3,False,42
jd)YI'vrV,True,True,True,9,Strong,False,3,False,57
'u[\$o,True,False,True,6,Medium,False,2,False,38
^f^A]4!ZK<#.HyB,True,True,True,15,Strong,True,4,True,100
k.vXC)%j,True,True,True,8,Strong,False,3,False,54
%UsnmmszK%-,True,True,True,11,Strong,False,3,False,63
)~<`m`RDCO8zo,True,True,True,13,Strong,True,4,True,94
"ep-[]kd~+Cm^,x",True,True,True,14,Strong,False,3,True,87
_bkiTF@,True,True,True,7,Medium,False,3,False,51
@PXz+}ztxEqGa'B,True,True,True,15,Strong,False,3,True,90
q\a-cj5qs^+E{,True,True,True,13,Strong,True,4,True,94
"RV""Z",False,True,True,4,Weak,False,2,False,32
"*mWv@k|d/a3,nB",True,True,True,14,Strong,True,4,True,97
StvRlH,True,True,False,6,Medium,False,2,False,38
\*Rg)HTvR'4`47M,True,True,True,15,Strong,True,4,True,100
"""4+eCI%*a#u",True,True,True,11,Strong,True,4,False,73
vcS$HC/@,True,True,True,8,Strong,False,3,False,54
16MMO0b5,True,True,False,8,Medium,True,3,False,54
T:0Q'%mqP`QK*=<,True,True,True,15,Strong,True,4,True,100
;n8lL9q,True,True,True,7,Medium,True,4,False,61
"F""!ns",True,True,True,5,Weak,False,3,False,45
kV~*Zb8(EZ@rh@-,True,True,True,15,Strong,True,4,True,100
"jXSmQ""IEn)Qc",True,True,True,12,Strong,False,3,True,81
dsIOR}3ie5i,True,True,True,11,Strong,True,4,False,73
"E""[l|lFN*Kn'z.",True,True,True,14,Strong,False,3,True,87
d(QI,True,True,True,4,Weak,False,3,False,42
QT@;x,True,True,True,5,Weak,False,3,False,45
kK:,True,True,True,3,Weak,False,3,False,39
zl<P]2uRtv),True,True,True,11,Strong,True,4,False,73
n{<P]l3ZqS8/e@n,True,True,True,15,Strong,True,4,True,100
sF<pm>ATG['`,True,True,True,12,Strong,False,3,True,81
cR_jCB:vVB(y&A,True,True,True,14,Strong,False,3,True,87
dvp9CDPYk+7,True,True,True,11,Strong,True,4,False,73
[89wc%-Yc,True,True,True,9,Strong,True,4,False,67
"SF5z,A.$eVe#V",True,True,True,13,Strong,True,4,True,94
YYfb:TE%U,True,True,True,9,Strong,False,3,False,57
}Qz,True,True,True,3,Weak,False,3,False,39
"zS&;""6wq",True,True,True,8,Strong,True,4,False,64
"iA0T6""V}H=",True,True,True,10,Strong,True,4,False,70
bbc`mC&:,True,True,True,8,Strong,False,3,False,54
]4e-<zHbAu7,True,True,True,11,Strong,True,4,False,73
@YU,False,True,True,3,Weak,False,2,False,29
IKY|,False,True,True,4,Weak,False,2,False,32
k2>^!U[RoQx(,True,True,True,12,Strong,True,4,True,91
"""fq%M2",True,True,True,6,Medium,True,4,False,58
"jY:p"")G/4",True,True,True,9,Strong,True,4,False,67
`>~6?F`3s).Qq8Gn,True,True,True,16,Strong,True,4,True,100
7T'>j<|@8}0<v~XG,True,True,True,16,Strong,True,4,True,100
'3%]#LsI]=O$,True,True,True,12,Strong,True,4,True,91
n$)e8Na$QM,True,True,True,10,Strong,True,4,False,70
qu4/&K*}]|{SRi,True,True,True,14,Strong,True,4,True,97
I[:ymO^,True,True,True,7,Medium,False,3,False,51
`S.*^ozeBewgr3,True,True,True,14,Strong,True,4,True,97
]uia,True,False,True,4,Weak,False,2,False,32
)DN46eVlGT*,True,True,True,11,Strong,True,4,False,73
P_]\nrSh\_,True,True,True,10,Strong,False,3,False,60
sLu01gP0N,True,True,False,9,Medium,True,3,False,57
pokT9K,True,True,False,6,Medium,True,3,False,48
=J`/sgm,True,True,True,7,Medium,False,3,False,51
a;\J|i;AA,True,True,True,9,Strong,False,3,False,57
6V{frHL'e26}M,True,True,True,13,Strong,True,4,True,94
]/!:C!boe)sfv,True,True,True,13,Strong,False,3,True,84
h4[_%+j,True,False,True,7,Medium,True,3,False,51
"Qa,\ANMQ1i(0",True,True,True,12,Strong,True,4,True,91
'ZKQ<b>,True,True,True,7,Medium,False,3,False,51
5!PA,False,True,True,4,Weak,True,3,False,42
",ksQLy",True,True,True,6,Medium,False,3,False,48
}vV]X,True,True,True,5,Weak,False,3,False,45
v[JMb4}b,True,True,True,8,Strong,True,4,False,64
]>IAGHhM3g,True,True,True,10,Strong,True,4,False,70
d54t1S,True,True,False,6,Medium,True,3,False,48
;9t,True,False,True,3,Weak,True,3,False,39
qaw0P%,True,True,True,6,Medium,True,4,False,58
hhV|z2/a`V`,True,True,True,11,Strong,True,4,False,73
;RtqhxbcuT&,True,True,True,11,Strong,False,3,False,63
redklhrCg-Ywh,True,True,True,13,Strong,False,3,True,84
>p'bIxn,True,True,True,7,Medium,False,3,False,51
"G>X,BW{`dQ/",True,True,True,11,Strong,False,3,False,63
|qZt<Y3!.,True,True,True,9,Strong,True,4,False,67
"""t7BSDRLw_iAg",True,True,True,13,Strong,True,4,True,94
"d,!CT~pdr4",True,True,True,10,Strong,True,4,False,70
yZ1FXK2Q^d@F%Kd,True,True,True,15,Strong,True,4,True,100
u3qiM(a-fdlQh,True,True,True,13,Strong,True,4,True,94
.)J,False,True,True,3,Weak,False,2,False,29
U@&m,True,True,True,4,Weak,False,3,False,42
b[F'.(P,True,True,True,7,Medium,False,3,False,51
6P(.R8!i^-Kifx+,True,True,True,15,Strong,True,4,True,100
(7%BuVFeT3\d,True,True,True,12,Strong,True,4,True,91
(!.Hli,True,True,True,6,Medium,False,3,False,48
5vC,True,True,False,3,Weak,True,3,False,39
"'7vLn""Qh!l{%*",True,True,True,13,Strong,True,4,True,94
"""U4c,Ei&",True,True,True,8,Strong,True,4,False,64
O0^xLPX(wX:PoUFB,True,True,True,16,Strong,True,4,True,100
m3TXbRF3(|,True,True,True,10,Strong,True,4,False,70
%r9J)Ub}i.2,True,True,True,11,Strong,True,4,False,73
""",y>0MS2q`orE0",True,True,True,14,Strong,True,4,True,97
]8V^mjxNa*U$%,True,True,True,13,Strong,True,4,True,94
or1%T,True,True,True,5,Weak,True,4,False,55
!pcC}:?%<\wB/84U,True,True,True,16,Strong,True,4,True,100
jx$H3>&@U5oUT6T,True,True,True,15,Strong,True,4,True,100
J}[BKC*G;#65,False,True,True,12,Medium,True,3,True,81
"f""dd'~^f`Z13k",True,True,True,13,Strong,True,4,True,94
Iq};3x-,True,True,True,7,Medium,True,4,False,61
"A3Fer\Q^7U,>UO=I",True,True,True,16,Strong,True,4,True,100
hM.,True,True,True,3,Weak,False,3,False,39
ula=W[iZ,True,True,True,8,Strong,False,3,False,54
bSkEeKI`,True,True,True,8,Strong,False,3,False,54
uBj-u|m!)xo$,True,True,True,12,Strong,False,3,True,81
EdXuWN,True,True,False,6,Medium,False,2,False,38
t+!Nn!2k)Ku,True,True,True,11,Strong,True,4,False,73
"Yj&|o,-b$GX{",True,True,True,12,Strong,False,3,True,81
"IL'&""D\d=C\7",True,True,True,12,Strong,True,4,True,91
itID*U*|ZwTqOSl$,True,True,True,16,Strong,False,3,True,93
3O$bQBco:*A.-n];,True,True,True,16,Strong,True,4,True,100
"1:""/6c.<SS|4",True,True,True,12,Strong,True,4,True,91
40`hXqfoy]2y>,True,True,True,13,Strong,True,4,True,94
xL$pVe,True,True,True,6,Medium,False,3,False,48
u[tdYI^_Ywr,True,True,True,11,Strong,False,3,False,63
76ETG\MV,False,True,True,8,Medium,True,3,False,54
",.<7^U[",False,True,True,7,Medium,True,3,False,51
]Eh4{>_aBj&H~!,True,True,True,14,Strong,True,4,True,97
Ol_!8B'SYd,True,True,True,10,Strong,True,4,False,70
";?*l""""}T\HGlr_",True,True,True,14,Strong,False,3,True,87
=&/IgJW?Jr|`)><,True,True,True,15,Strong,False,3,True,90
jgh_a,True,False,True,5,Weak,False,2,False,35
"Mg^5!a,KDHFG",True,True,True,12,Strong,True,4,True,91
p<9?i=oB;`2,True,True,True,11,Strong,True,4,False,73
D6SboLIGS7[-L]E<,True,True,True,16,Strong,True,4,True,100
X`&WOnl1F(I,True,True,True,11,Strong,True,4,False,73
e@!GZFE,True,True,True,7,Medium,False,3,False,51
MwFzg\@V\*MR,True,True,True,12,Strong,False,3,True,81
