Password,Has Lowercase,Has Uppercase,Has Special Character,Length,Strength
QT@;x,True,True,True,5,Weak
kK:,True,True,True,3,Weak
zl<P]2uRtv),True,True,True,11,Strong
n{<P]l3ZqS8/e@n,True,True,True,15,Strong
sF<pm>ATG['`,True,True,True,12,Strong
cR_jCB:vVB(y&A,True,True,True,14,Strong
dvp9CDPYk+7,True,True,True,11,Strong
[89wc%-Yc,True,True,True,9,Strong
"SF5z,A.$eVe#V",True,True,True,13,Strong
YYfb:TE%U,True,True,True,9,Strong
}Qz,True,True,True,3,Weak
"zS&;""6wq",True,True,True,8,Strong
"iA0T6""V}H=",True,True,True,10,Strong
bbc`mC&:,True,True,True,8,Strong
]4e-<zHbAu7,True,True,True,11,Strong
@YU,False,True,True,3,Weak
IKY|,False,True,True,4,Weak
k2>^!U[RoQx(,True,True,True,12,Strong
"""fq%M2",True,True,True,6,Medium
"jY:p"")G/4",True,True,True,9,Strong
`>~6?F`3s).Qq8Gn,True,True,True,16,Strong
7T'>j<|@8}0<v~XG,True,True,True,16,Strong
'3%]#LsI]=O$,True,True,True,12,Strong
n$)e8Na$QM,True,True,True,10,Strong
qu4/&K*}]|{SRi,True,True,True,14,Strong
I[:ymO^,True,True,True,7,Medium
`S.*^ozeBewgr3,True,True,True,14,Strong
]uia,True,False,True,4,Weak
)DN46eVlGT*,True,True,True,11,Strong
P_]\nrSh\_,True,True,True,10,Strong
sLu01gP0N,True,True,False,9,Medium
pokT9K,True,True,False,6,Medium
=J`/sgm,True,True,True,7,Medium
a;\J|i;AA,True,True,True,9,Strong
6V{frHL'e26}M,True,True,True,13,Strong
]/!:C!boe)sfv,True,True,True,13,Strong
h4[_%+j,True,False,True,7,Medium
"Qa,\ANMQ1i(0",True,True,True,12,Strong
'ZKQ<b>,True,True,True,7,Medium
5!PA,False,True,True,4,Weak
",ksQLy",True,True,True,6,Medium
}vV]X,True,True,True,5,Weak
v[JMb4}b,True,True,True,8,Strong
]>IAGHhM3g,True,True,True,10,Strong
d54t1S,True,True,False,6,Medium
;9t,True,False,True,3,Weak
qaw0P%,True,True,True,6,Medium
hhV|z2/a`V`,True,True,True,11,Strong
;RtqhxbcuT&,True,True,True,11,Strong
redklhrCg-Ywh,True,True,True,13,Strong
>p'bIxn,True,True,True,7,Medium
"G>X,BW{`dQ/",True,True,True,11,Strong
|qZt<Y3!.,True,True,True,9,Strong
"""t7BSDRLw_iAg",True,True,True,13,Strong
"d,!CT~pdr4",True,True,True,10,Strong
yZ1FXK2Q^d@F%Kd,True,True,True,15,Strong
u3qiM(a-fdlQh,True,True,True,13,Strong
.)J,False,True,True,3,Weak
U@&m,True,True,True,4,Weak
b[F'.(P,True,True,True,7,Medium
6P(.R8!i^-Kifx+,True,True,True,15,Strong
(7%BuVFeT3\d,True,True,True,12,Strong
(!.Hli,True,True,True,6,Medium
5vC,True,True,False,3,Weak
"'7vLn""Qh!l{%*",True,True,True,13,Strong
"""U4c,Ei&",True,True,True,8,Strong
O0^xLPX(wX:PoUFB,True,True,True,16,Strong
m3TXbRF3(|,True,True,True,10,Strong
%r9J)Ub}i.2,True,True,True,11,Strong
""",y>0MS2q`orE0",True,True,True,14,Strong
]8V^mjxNa*U$%,True,True,True,13,Strong
or1%T,True,True,True,5,Weak
!pcC}:?%<\wB/84U,True,True,True,16,Strong
jx$H3>&@U5oUT6T,True,True,True,15,Strong
J}[BKC*G;#65,False,True,True,12,Medium
"f""dd'~^f`Z13k",True,True,True,13,Strong
Iq};3x-,True,True,True,7,Medium
"A3Fer\Q^7U,>UO=I",True,True,True,16,Strong
hM.,True,True,True,3,Weak
ula=W[iZ,True,True,True,8,Strong
bSkEeKI`,True,True,True,8,Strong
uBj-u|m!)xo$,True,True,True,12,Strong
EdXuWN,True,True,False,6,Medium
t+!Nn!2k)Ku,True,True,True,11,Strong
"Yj&|o,-b$GX{",True,True,True,12,Strong
"IL'&""D\d=C\7",True,True,True,12,Strong
itID*U*|ZwTqOSl$,True,True,True,16,Strong
3O$bQBco:*A.-n];,True,True,True,16,Strong
"1:""/6c.<SS|4",True,True,True,12,Strong
40`hXqfoy]2y>,True,True,True,13,Strong
xL$pVe,True,True,True,6,Medium
u[tdYI^_Ywr,True,True,True,11,Strong
76ETG\MV,False,True,True,8,Medium
",.<7^U[",False,True,True,7,Medium
]Eh4{>_aBj&H~!,True,True,True,14,Strong
Ol_!8B'SYd,True,True,True,10,Strong
";?*l""""}T\HGlr_",True,True,True,14,Strong
=&/IgJW?Jr|`)><,True,True,True,15,Strong
jgh_a,True,False,True,5,Weak
"Mg^5!a,KDHFG",True,True,True,12,Strong
p<9?i=oB;`2,True,True,True,11,Strong
D6SboLIGS7[-L]E<,True,True,True,16,Strong
X`&WOnl1F(I,True,True,True,11,Strong
e@!GZFE,True,True,True,7,Medium
MwFzg\@V\*MR,True,True,True,12,Strong
U{E6PXe,True,True,True,7,Medium
dGJ%dwSqn,True,True,True,9,Strong
BX#^4jnSW\Gu*;i&,True,True,True,16,Strong
"e,]J`jK^kd<i*7@c",True,True,True,16,Strong
Sg_U!x,True,True,True,6,Medium
T-w[,True,True,True,4,Weak
k;S,True,True,True,3,Weak
ThA*}*6ml9J,True,True,True,11,Strong
#t6,True,False,True,3,Weak
lUIw%2R^,True,True,True,8,Strong
`c$Yej,True,True,True,6,Medium
Vv<Qz@l4VZ,True,True,True,10,Strong
~uSmL0oXk)-],True,True,True,12,Strong
MRprjB,True,True,False,6,Medium
^gGjdS>.,True,True,True,8,Strong
/4oZM/\T,True,True,True,8,Strong
o$f8_l@|FWrD2A,True,True,True,14,Strong
bx_UJ#,True,True,True,6,Medium
W|eR_jpO(:&tjVn,True,True,True,15,Strong
G1VRBESfmPZ,True,True,False,11,Medium
qdYa)yPH,True,True,True,8,Strong
RG|8!5m:}6e,True,True,True,11,Strong
=8k,True,False,True,3,Weak
NPu9a5jrDI,True,True,False,10,Medium
c(=a+n`Gj.6,True,True,True,11,Strong
m#EK3|;Wa,True,True,True,9,Strong
W{e{1,True,True,True,5,Weak
f37Tk?!l)S'Kt^,True,True,True,14,Strong
#ta]h,True,False,True,5,Weak
3bRe,True,True,False,4,Weak
$3$;u&*)P0X`i(mV,True,True,True,16,Strong
"Y(1*HoQ""J3&",True,True,True,11,Strong
HC;%6qo/,True,True,True,8,Strong
m82WxLf.02`ugB,True,True,True,14,Strong
hO%NCt*VUH%,True,True,True,11,Strong
c:dca>,True,False,True,6,Medium
"J>,Li^.sU3L-",True,True,True,12,Strong
&jZB,True,True,True,4,Weak
Uchu,True,True,False,4,Weak
m$)yS,True,True,True,5,Weak
.+`/Uma@P,True,True,True,9,Strong
!!vehUYh3*X,True,True,True,11,Strong
N&bUaXU^Cxb;]TE,True,True,True,15,Strong
=zk,True,False,True,3,Weak
Q2]?,False,True,True,4,Weak
%MH*>{\%z6xcAe;,True,True,True,15,Strong
x6?3j4Y,True,True,True,7,Medium
"E_P7[x""&iV>|1\T=",True,True,True,16,Strong
~kclZ}X@?{E{Tj9|,True,True,True,16,Strong
"o""Lg.",True,True,True,5,Weak
cw1,True,False,False,3,Weak
u_`]vh2V,True,True,True,8,Strong
c#l{,True,False,True,4,Weak
&fUfYjq=#wJm(5,True,True,True,14,Strong
8icF,True,True,False,4,Weak
'?`!$,False,False,True,5,Weak
fL{Q,True,True,True,4,Weak
KqQ',True,True,True,4,Weak
"bL\,?'(:dRD",True,True,True,11,Strong
XhsAupxGtak!`,True,True,True,13,Strong
"4Ne),G",True,True,True,6,Medium
x0?o,True,False,True,4,Weak
sxp2P{nuS,True,True,True,9,Strong
7ro5:+d/?RJr]^'l,True,True,True,16,Strong
i`gA*1,True,True,True,6,Medium
UpU/6(?!3Wf/k,True,True,True,13,Strong
IIyt5:<aoegz6,True,True,True,13,Strong
Fg[<6OQbN,True,True,True,9,Strong
;eN.7Awg2|F|,True,True,True,12,Strong
"U~<$,Agh<b%",True,True,True,11,Strong
"68C:>3Qg=,0$)",True,True,True,13,Strong
"g^7ngXh[N*&,,(.!",True,True,True,16,Strong
kr`@'=m##5M*n,True,True,True,13,Strong
]U<H,False,True,True,4,Weak
LR.=N~{Z?1-,False,True,True,11,Medium
<y+pu&W|N%^'v*d,True,True,True,15,Strong
b(aOtlf:,True,True,True,8,Strong
kNEB+;h_]FP9,True,True,True,12,Strong
~`n,True,False,True,3,Weak
P*%0eocYI_3A{Mj,True,True,True,15,Strong
9-=U/g`zv%M,True,True,True,11,Strong
jDy,True,True,False,3,Weak
"x0lI0<#dPM,Qimt",True,True,True,15,Strong
5iE?5;,True,True,True,6,Medium
#dB,True,True,True,3,Weak
z@{],True,False,True,4,Weak
HClf,True,True,False,4,Weak
u#>TeD@Xas$24uqw,True,True,True,16,Strong
|SMx?(S((bHN[,True,True,True,13,Strong
##joRJT:M6f]s,True,True,True,13,Strong
[&_,False,False,True,3,Weak
77uQ/NyO]=(,True,True,True,11,Strong
Vq#:7j,True,True,True,6,Medium
NTj5}L,True,True,True,6,Medium
im`>y^x^,True,False,True,8,Medium
[IT}:{aq,True,True,True,8,Strong
rb0<`,True,False,True,5,Weak
ZV*On+|2yj1,True,True,True,11,Strong
M_I8^DM,False,True,True,7,Medium
"""]fAuDFU[7vS",True,True,True,12,Strong
vz%)KdO_,True,True,True,8,Strong
KCMnBI,True,True,False,6,Medium
Y'mnB`xy,True,True,True,8,Strong
"D=vxa=I;""`ID?w@",True,True,True,15,Strong
"Exs6""nb;^&xwb",True,True,True,13,Strong
q>P*j.?>Qd9S,True,True,True,12,Strong
iW'VY3V;)6~h,True,True,True,12,Strong
h|:+~(AN,True,True,True,8,Strong
(Z?c,True,True,True,4,Weak
7<-B0m'?RYbm>(,True,True,True,14,Strong
kC0k63l,True,True,False,7,Medium
"^>,",False,False,True,3,Weak
ZmwU#9,True,True,True,6,Medium
",D9(",False,True,True,4,Weak
V//;,False,True,True,4,Weak
#2N2C{,False,True,True,6,Medium
N0uD=<TL>,True,True,True,9,Strong
ONi\OtU~}o,True,True,True,10,Strong
QM'|v56x9I4tN6C,True,True,True,15,Strong
0x^uDW,True,True,True,6,Medium
YJ7=Ev^,True,True,True,7,Medium
@{msX&mA.%VTCZ,True,True,True,14,Strong
I`&v,True,True,True,4,Weak
"Vh8aWRu-H,#pFt/$",True,True,True,16,Strong
"^`{,g`",True,False,True,6,Medium
=sv.QI$a,True,True,True,8,Strong
[_3Pif^}zHeE&b,True,True,True,14,Strong
p<2V?W<(8L5F,True,True,True,12,Strong
ezpe;<,True,False,True,6,Medium
<jUzs,True,True,True,5,Weak
yL&v'1{i*,True,True,True,9,Strong
"e""7cEo]I%aDzn",True,True,True,13,Strong
0DSKC5TX,False,True,False,8,Medium
"j{mEf""D]N!q",True,True,True,11,Strong
$bU+k19Ofd)7YzEC,True,True,True,16,Strong
^t0,True,False,True,3,Weak
0.Sf,True,True,True,4,Weak
E0RC?Mop,True,True,True,8,Strong
!xvu$,True,False,True,5,Weak
"\>0+<.""-4)%",False,False,True,11,Medium
l28E,True,True,False,4,Weak
;e1|'.(~^}H{]`a,True,True,True,15,Strong
%eG,True,True,True,3,Weak
(}y:d#\AF*Zs:ilR,True,True,True,16,Strong
~XCr[P#C,True,True,True,8,Strong
I5r,True,True,False,3,Weak
82?I=JI)A,False,True,True,9,Medium
"bWUaBY:*6O=V""?r8",True,True,True,16,Strong
1qLoEnF*Rw&n,True,True,True,12,Strong
#4!A+f^0MgS,True,True,True,11,Strong
"7yZ?2_2D1T,V-+",True,True,True,14,Strong
"yR""]:9HIL-vS""~/",True,True,True,15,Strong
!QB3%E.S3r#kF0*|,True,True,True,16,Strong
{t3G#rJV.(WZnh,True,True,True,14,Strong
jYCE%Xp(2+&^,True,True,True,12,Strong
"?yVZQ5-2cwMt$/,",True,True,True,15,Strong
s+V0#'`o'i0OP[7{,True,True,True,16,Strong
N%J,False,True,True,3,Weak
"r#R1D,vnnz`",True,True,True,11,Strong
_Irn,True,True,True,4,Weak
i:M,True,True,True,3,Weak
}FmV;~5:{Ng)@,True,True,True,13,Strong
eh8x,True,False,False,4,Weak
%ww,True,False,True,3,Weak
Ybn)\UN]>Z,True,True,True,10,Strong
WcNIBj@,True,True,True,7,Medium
.Por!,True,True,True,5,Weak
FoW,True,True,False,3,Weak
0aU~],True,True,True,5,Weak
;D$%pUJ,True,True,True,7,Medium
"5b@==FBB,vSE",True,True,True,12,Strong
w4iD_!Rea%4Y![,True,True,True,14,Strong
".c/le.arS$""Hmd",True,True,True,14,Strong
^QH,False,True,True,3,Weak
\\J,False,True,True,3,Weak
$%*B,False,True,True,4,Weak
Hkr,True,True,False,3,Weak
nFlf<yp0oyGV.5,True,True,True,14,Strong
LCptcdI~w,True,True,True,9,Strong
"]uIPCnBZ""7HT",True,True,True,12,Strong
HjW+E_[hakio,True,True,True,12,Strong
7kZxcS,True,True,False,6,Medium
x_a%)~Z%#_RY9[Pp,True,True,True,16,Strong
e!x?+W,True,True,True,6,Medium
}:P{snjnLTiB,True,True,True,12,Strong
7Qu.$+?:k~aaz9,True,True,True,14,Strong
"Z2Z@Lt.g|D#""&]",True,True,True,14,Strong
f)I\}{EC4F7y61Y,True,True,True,15,Strong
FJCPg(NBf#-cx'',True,True,True,15,Strong
}bESZ%Hw$,True,True,True,9,Strong
^)eR%)<Unv{,True,True,True,11,Strong
&g'dx',True,False,True,6,Medium
Y2c3atiW,True,True,False,8,Medium
"b^)1,Vrwhn6%j$",True,True,True,14,Strong
2!RdC,True,True,True,5,Weak
d<.w>'`>-gQ,True,True,True,11,Strong
MgG`o[+ago)j2*^,True,True,True,15,Strong
_oy,True,False,True,3,Weak
k/ImK-OCO`,True,True,True,10,Strong
"r0=n8Q,EZ,J.s\xG",True,True,True,16,Strong
C#nH,True,True,True,4,Weak
"8ne,Xdj0I|<2O",True,True,True,13,Strong
07//EY,False,True,True,6,Medium
"p{*4VGt,)-",True,True,True,10,Strong
vboBZ`#h~&,True,True,True,10,Strong
Z!Q#'uF,True,True,True,7,Medium
z8xc-nF,True,True,True,7,Medium
"CQ@MwPA,QNie'5",True,True,True,14,Strong
pWB,True,True,False,3,Weak
WGH\t,True,True,True,5,Weak
;BX)Vrz?hz8P'}m,True,True,True,15,Strong
L0F;Ar@wikB$S]R9,True,True,True,16,Strong
|5}M+,False,True,True,5,Weak
cl#LH\gSxJFh/,True,True,True,13,Strong
1^[}:y150cS,True,True,True,11,Strong
`}/pzcC_:Eshak,True,True,True,14,Strong
M3f|5,True,True,True,5,Weak
"""fZ",True,True,True,3,Weak
gyv5\,True,False,True,5,Weak
xOG<4(,True,True,True,6,Medium
u2*l,True,False,True,4,Weak
La(ZHF:w(Ff-^,True,True,True,13,Strong
&Y(_>5j<8,True,True,True,9,Strong
",4g8k<QB3dctrBq",True,True,True,15,Strong
vY[18U53wT5JiE2,True,True,True,15,Strong
"""%d|",True,False,True,4,Weak
V6;>lhBL.pr/;X,True,True,True,14,Strong
s.vKPF+Y)^T6X_{n,True,True,True,16,Strong
[9x,True,False,True,3,Weak
xEkLVcc/W/,True,True,True,10,Strong
hC-0c9KX!?^{p2,True,True,True,14,Strong
%K<~iS>SF)o=}g,True,True,True,14,Strong
TC6M?`Ar9+,True,True,True,10,Strong
td=0Xh6k,True,True,True,8,Strong
"9~GX""7_p]|cU",True,True,True,12,Strong
Et7UXeYt]C|HTQ,True,True,True,14,Strong
exvv9%~?MP.2BWL,True,True,True,15,Strong
Ai@o6MZ~u(Cmj,True,True,True,13,Strong
"+Xk?6x!K,;[AG",True,True,True,13,Strong
2s(,True,False,True,3,Weak
dRF6<W*T,True,True,True,8,Strong
HOD}fJ=*2,True,True,True,9,Strong
"b""|f{g",True,False,True,6,Medium
dYt9.,True,True,True,5,Weak
"4/igzhZQ,s%",True,True,True,11,Strong
lP|n{+'.2,True,True,True,9,Strong
y`:FH'g,True,True,True,7,Medium
"w""G}AU@cs|",True,True,True,10,Strong
AUl0'k=7S2y:}fb,True,True,True,15,Strong
!s(~(yryG^,True,True,True,10,Strong
%*XC'=705;u,True,True,True,11,Strong
C<%IHmb,True,True,True,7,Medium
iY3,True,True,False,3,Weak
\jG,True,True,True,3,Weak
UoC,True,True,False,3,Weak
26G=m],True,True,True,6,Medium
0fllF[J*ag,True,True,True,10,Strong
5`ZwO=6!lIE`A,True,True,True,13,Strong
+m@Dq&|m;,True,True,True,9,Strong
&d@$;T}q,True,True,True,8,Strong
$vCR<,True,True,True,5,Weak
W!~(qnqk,True,True,True,8,Strong
]#Q$^@U2T[z~Z,True,True,True,13,Strong
}_wB~,True,True,True,5,Weak
t+Iz$1,True,True,True,6,Medium
~{1,False,False,True,3,Weak
?hMoY,True,True,True,5,Weak
#nP;;g{,True,True,True,7,Medium
zhKA,True,True,False,4,Weak
iejx!cW]U0,True,True,True,10,Strong
SE_<n:lnXRSIkic:,True,True,True,16,Strong
cUV'ameO,True,True,True,8,Strong
/\7k&wXtv},True,True,True,10,Strong
"wD,r""",True,True,True,5,Weak
:FQRYg%.dc`|g[|g,True,True,True,16,Strong
IlDiz^|*(t`Le1db,True,True,True,16,Strong
rp<'06]mv<.:,True,False,True,12,Medium
"?N6""YMq=""DzF",True,True,True,12,Strong
#*<%&76LM1,False,True,True,10,Medium
mF`|e2NX/Fi@&-V,True,True,True,15,Strong
O`sd'LbFhmnb`,True,True,True,13,Strong
n@doU@/,True,True,True,7,Medium
]5yZ,True,True,True,4,Weak
"l+w8/&$Z,@5g",True,True,True,12,Strong
j1xdD@_B+RNH;c,True,True,True,14,Strong
HC?Kr{wj^e}L|(,True,True,True,14,Strong
z%B/{2$^5JshdzP,True,True,True,15,Strong
8?MQ3gc,True,True,True,7,Medium
Cr9&'s7vcOg,True,True,True,11,Strong
;=xQ&,True,True,True,5,Weak
GS@]7S|#wi@>}D,True,True,True,14,Strong
",td(<>?",True,False,True,7,Medium
^HAD,False,True,True,4,Weak
p?5QI,True,True,True,5,Weak
v{y9}@C,True,True,True,7,Medium
GgjZJAt2PNhZCxy,True,True,False,15,Medium
-YE@(,False,True,True,5,Weak
3R3+O,False,True,True,5,Weak
-|K'..;,False,True,True,7,Medium
Cw`*]Kk8,True,True,True,8,Strong
9q1np!Ma35hsXmQm,True,True,True,16,Strong
"""q""^VA1yxV",True,True,True,10,Strong
n?`9(uU*Y8D`?,True,True,True,13,Strong
ZE.i>\!WCvKo`,True,True,True,13,Strong
f85L,True,True,False,4,Weak
iwVx,True,True,False,4,Weak
":TDD,fXa):A",True,True,True,11,Strong
b^[3/o\~tS2h+L,True,True,True,14,Strong
"Q_lI"":p2`ZbFr/",True,True,True,14,Strong
vQonZ-m?[7%wJ,True,True,True,13,Strong
Aed,True,True,False,3,Weak
2XY+:aDt_j,True,True,True,10,Strong
6F1]OU2-g,True,True,True,9,Strong
M$dY/PTpW9FfJ{;5,True,True,True,16,Strong
l'1>&BZ_H5&Q+,True,True,True,13,Strong
[k4rnD9do;tL,True,True,True,12,Strong
"7,'XP""*<{S",False,True,True,10,Medium
ypb:pD5Xdp',True,True,True,11,Strong
*V1PjIbeBQgaFtd,True,True,True,15,Strong
F(eBD8+Ki/mG_,True,True,True,13,Strong
^HQDgID;t;VT&,True,True,True,13,Strong
DxgQ\,True,True,True,5,Weak
Sh=GfJ#j<JxO@Q~t,True,True,True,16,Strong
43Auzy0Ly~.,True,True,True,11,Strong
!A?,False,True,True,3,Weak
yK`RV,True,True,True,5,Weak
Ie]$,True,True,True,4,Weak
zVs3o_cCm',True,True,True,10,Strong
3x4PFct`e#C2g:|,True,True,True,15,Strong
@Y)<\~3gY-,True,True,True,10,Strong
)V<_j`UXpkh,True,True,True,11,Strong
qDB+<U,True,True,True,6,Medium
X{p,True,True,True,3,Weak
drFB{,True,True,True,5,Weak
!*4,False,False,True,3,Weak
&h@f2\Ej`#,True,True,True,10,Strong
e2mfCkk)T7lnJAo,True,True,True,15,Strong
HbwUE5KY,True,True,False,8,Medium
8}6h2H3dvU,True,True,True,10,Strong
e'6bO6ZF5a0i,True,True,True,12,Strong
"!u.@V62$t,by",True,True,True,12,Strong
~d])S,True,True,True,5,Weak
~~=~bzjNXk=\,True,True,True,12,Strong
",&bKV)OB~}eJo:~<",True,True,True,16,Strong
3MuddMHBJ,True,True,False,9,Medium
"a'""uS",True,True,True,5,Weak
J<%h;Bn,True,True,True,7,Medium
vW}C#Z,True,True,True,6,Medium
TX\,False,True,True,3,Weak
u:[NM]4CL:[,True,True,True,11,Strong
08^FATr9,True,True,True,8,Strong
X;%SoBS,True,True,True,7,Medium
qW7e,True,True,False,4,Weak
#yKc,True,True,True,4,Weak
v+4N>O:r,True,True,True,8,Strong
PVNlQ^l%&z,True,True,True,10,Strong
+:sLV$%|7IZyoA,True,True,True,14,Strong
<Uc(aQ7&'F9kvou,True,True,True,15,Strong
EEH!,False,True,True,4,Weak
GSYmjp(m8iDr,True,True,True,12,Strong
y{.-q;uDmr{,True,True,True,11,Strong
&&*rmZL?ZoF%TE,True,True,True,14,Strong
@v;hNw^,True,True,True,7,Medium
.Zep8Z/4.H@E,True,True,True,12,Strong
X$p[6,True,True,True,5,Weak
V.q1OVaYM7o78e_,True,True,True,15,Strong
\0:\U=U[{S82kYdK,True,True,True,16,Strong
mfy~6,True,False,True,5,Weak
G4)B*W8,False,True,True,7,Medium
"C9FQ[E>""*eLlq~>",True,True,True,15,Strong
")*rR,H?^'&F5&",True,True,True,13,Strong
Pl',True,True,True,3,Weak
RWD}gwM,True,True,True,7,Medium
"yRP>ufk/-fC""?%o",True,True,True,15,Strong
Z`N9J2;IhKxY,True,True,True,12,Strong
"@,V!igit",True,True,True,8,Strong
.'}x'rowkjLzA,True,True,True,13,Strong
"P,iQL9?'",True,True,True,8,Strong
K-6F7?]3|e]S,True,True,True,12,Strong
7pV4)),True,True,True,6,Medium
cQ75/DWr@Ih@Et,True,True,True,14,Strong
"n~e6Q]r0R=^?y1z,",True,True,True,16,Strong
T(9c,True,True,True,4,Weak
vckom[?cR06@,True,True,True,12,Strong
^nxz]kV/7,True,True,True,9,Strong
]uF/kC6A],True,True,True,9,Strong
'zA,True,True,True,3,Weak
(.F5=,False,True,True,5,Weak
DD=dfNj4pSY,True,True,True,11,Strong
%3bo#LYu0*tJN,True,True,True,13,Strong
"""iF\w7-B8MKerO=Y",True,True,True,16,Strong
"+>58$3+|p,6",True,False,True,11,Medium
"0Nq,~_$_;Y}<5|S",True,True,True,15,Strong
D/a5xb?,True,True,True,7,Medium
U%<P.,False,True,True,5,Weak
M$OL]J(p/B{]'g#E,True,True,True,16,Strong
]'U=&mJ,True,True,True,7,Medium
"$2~[SNI""?""",False,True,True,10,Medium
-sIz%.$D?xb;,True,True,True,12,Strong
uKf)ON[V!$#T`E,True,True,True,14,Strong
"F,u|G4o",True,True,True,7,Medium
y3Fx;ac*WFKTG,True,True,True,13,Strong
<yAp:BnN2,True,True,True,9,Strong
$E9w><e9RG?SG,True,True,True,13,Strong
)t.x=ob4!L,True,True,True,10,Strong
"V6c1\O/hF""{ag",True,True,True,13,Strong
m=k9pf_2L0QfcP,True,True,True,14,Strong
uR|8Wvv,True,True,True,7,Medium
L_zy3NdvRS,True,True,True,10,Strong
r/uVu1,True,True,True,6,Medium
LBDg1qMC@WP^`,True,True,True,13,Strong
2(&T~,False,True,True,5,Weak
".{i-:,ur4,",True,False,True,10,Medium
>_8eDoRX<f;q<1,True,True,True,14,Strong
q@&\U)p{o$i,True,True,True,11,Strong
wGh-gjH,True,True,True,7,Medium
".F:^=&Q`S$/""roz",True,True,True,15,Strong
qRp3y\jRlUt6<,True,True,True,13,Strong
"oWtx7"">(#xjcU",True,True,True,13,Strong
+1kj>#oC,True,True,True,8,Strong
^`*;72>Efwp{R7,True,True,True,14,Strong
VChs#TRxc2l,True,True,True,11,Strong
oahDH,True,True,False,5,Weak
"-""kjp*p",True,False,True,7,Medium
Qr7%Aflm,True,True,True,8,Strong
V;OWJ3,False,True,True,6,Medium
BLIj,True,True,False,4,Weak
C`4j:5^drVx/!Ibk,True,True,True,16,Strong
3DOra,True,True,False,5,Weak
<qb7_QS*o*,True,True,True,10,Strong
EEa(H5{2u,True,True,True,9,Strong
@y:'Hr2,True,True,True,7,Medium
7y2wx&B*u,True,True,True,9,Strong
93I*d5gTv*9.W^,True,True,True,14,Strong
PuBAx}=s0t`bJmF,True,True,True,15,Strong
"i"",sA\Gi",True,True,True,8,Strong
0DQF,False,True,False,4,Weak
"(FdN0'K*W1|,n",True,True,True,13,Strong
[Pyph?Vot,True,True,True,9,Strong
;/Ev9&tHXP&*0oi`,True,True,True,16,Strong
/qiEu6Hw,True,True,True,8,Strong
Pd9|,True,True,True,4,Weak
(%'}Tt|*@IBp]@Cb,True,True,True,16,Strong
:=gIX#53/,True,True,True,9,Strong
"A3[A,\4A/",False,True,True,9,Medium
MBqVYl~V*smR,True,True,True,12,Strong
Vhgy^Nu#-.wWB,True,True,True,13,Strong
^XZ/lBM8:p%:tj,True,True,True,14,Strong
tz>E4D'K3e,True,True,True,10,Strong
G42`z.ow,True,True,True,8,Strong
)~W}S,False,True,True,5,Weak
^AwJ+,True,True,True,5,Weak
"j~]^V8""D(].",True,True,True,11,Strong
K=_I]V.,False,True,True,7,Medium
^1wyl(yO,True,True,True,8,Strong
"B^\iw,HG",True,True,True,8,Strong
"noWhjR/aDj8@{,",True,True,True,14,Strong
_g0,True,False,True,3,Weak
o)3js>=77edkxIb,True,True,True,15,Strong
nFB/BG&%{d8X,True,True,True,12,Strong
C*]}D,False,True,True,5,Weak
h(0rvCFFFq|K$F,True,True,True,14,Weak
7)Ii*,True,True,True,5,Weak
"tK,*s}FXEj",True,True,True,10,Strong
8BgB]<!Ia|0jAK:L,True,True,True,16,Strong
"14E""NLP6,?Q",False,True,True,11,Medium
HtX@^X:K|.,True,True,True,10,Strong
y-/}'ez9c,True,False,True,9,Medium
sCOK.-T/A,True,True,True,9,Strong
X-qx5:~J,True,True,True,8,Strong
(W1,False,True,True,3,Weak
*{nph3/|%>0,True,False,True,11,Medium
YJTp\p4X7^wG*,True,True,True,13,Strong
owK)>,True,True,True,5,Weak
-.c(]bstxC:},True,True,True,12,Strong
q'\{uo%x>^Z#FVCh,True,True,True,16,Strong
I/=a^_Jaj->,True,True,True,11,Strong
ZGUH#+(:q\,True,True,True,10,Strong
'6i3ZHT\eW\:_bo?,True,True,True,16,Strong
eze(r/xZjju/MynV,True,True,True,16,Strong
D5mkVT9d%]L+0+S,True,True,True,15,Strong
W3}$|6ZAeTG,True,True,True,11,Strong
jivUv,True,True,False,5,Weak
9CE$.Skd7t_1,True,True,True,12,Strong
Z$0@4d9@8,True,True,True,9,Strong
"""X=aU'a(r&=n,",True,True,True,13,Strong
"S50ie'^y""n2",True,True,True,11,Strong
O=k^-O$,True,True,True,7,Medium
R[Q[_k[_6,True,True,True,9,Strong
IP\}K'~J2a7^x,True,True,True,13,Strong
!uO(#Vc3Ojk%+O,True,True,True,14,Strong
{Mf@5^nUkf{1,True,True,True,12,Strong
h_*dh1yH9%]EB,True,True,True,13,Strong
=[5=\W<aF,True,True,True,9,Strong
(&nVb$1-[|,True,True,True,10,Strong
5F]+Q,False,True,True,5,Weak
"]2ff0s,aLTXFFX+",True,True,True,15,Strong
abkpS-}#+Es]a,True,True,True,13,Strong
i7?$0,True,False,True,5,Weak
fcE4UFv$:bkA6TW,True,True,True,15,Strong
d[y7a6,True,False,True,6,Medium
.'F(Jh_fm@X/&N,True,True,True,14,Strong
?%C{x%,True,True,True,6,Medium
^rwp2%//d,True,False,True,9,Medium
"HOZC?""",False,True,True,6,Medium
4C)]D}hhta\'-B,True,True,True,14,Strong
9MTeJqWza|=W,True,True,True,12,Strong
"""--Ps9i<cRu,w",True,True,True,13,Strong
